release_date,spawning_year,release_month,n_particles,n_M6,n_M6_north_1979-2015,n_M6_north_2016-2025,n_M6_north_envelope
2013-12-17,2014,12,545807,216002,200017,205784,199998
2013-12-18,2014,12,545807,216180,200775,206507,200743
2013-12-19,2014,12,545807,216321,200864,206600,200840
2013-12-20,2014,12,545807,216737,201396,207190,201372
2013-12-21,2014,12,545807,216674,201395,207105,201369
2013-12-22,2014,12,545807,217553,202014,207739,201991
2013-12-23,2014,12,545807,218356,202442,208356,202415
2013-12-24,2014,12,545807,219849,203682,209544,203646
2013-12-25,2014,12,545807,221107,204533,210340,204506
2013-12-26,2014,12,545807,222384,205592,211382,205560
2013-12-27,2014,12,545807,222499,205737,211644,205717
2013-12-28,2014,12,545807,222613,205624,211552,205593
2013-12-29,2014,12,545807,222499,205307,211383,205285
2013-12-30,2014,12,545807,222922,205976,211911,205953
2013-12-31,2014,12,545807,222660,205610,211633,205582
2014-01-01,2014,1,545807,222606,205627,211651,205585
2014-01-02,2014,1,545807,222803,205772,211766,205747
2014-01-03,2014,1,545807,222302,205716,211474,205676
2014-01-04,2014,1,545807,222030,206069,212012,206032
2014-01-05,2014,1,545807,220529,206612,212298,206570
2014-01-06,2014,1,545807,219793,206917,212648,206874
2014-01-07,2014,1,545807,220306,207374,213080,207338
2014-01-08,2014,1,545807,220554,207473,213230,207440
2014-01-09,2014,1,545807,220507,207634,213231,207600
2014-01-10,2014,1,545807,220224,207501,213119,207463
2014-01-11,2014,1,545807,220180,207364,213009,207332
2014-01-12,2014,1,545807,219657,207470,212957,207448
2014-01-13,2014,1,545807,219201,207514,213097,207489
2014-01-14,2014,1,545807,218795,207548,213032,207529
2014-01-15,2014,1,545807,218502,207545,213035,207525
2014-01-16,2014,1,545807,218139,207578,212777,207554
2014-01-17,2014,1,545807,218985,208016,213521,207993
2014-01-18,2014,1,545807,218820,208017,213358,208000
2014-01-19,2014,1,545807,218605,207869,213160,207851
2014-01-20,2014,1,545807,218578,207655,213014,207629
2014-01-21,2014,1,545807,218172,207869,212937,207851
2014-01-22,2014,1,545807,217178,207595,212237,207575
2014-01-23,2014,1,545807,217054,207646,212313,207610
2014-01-24,2014,1,545807,216680,207524,212191,207496
2014-01-25,2014,1,545807,216246,207421,211986,207388
2014-01-26,2014,1,545807,216245,207230,211872,207197
2014-01-27,2014,1,545807,215795,206899,211291,206866
2014-01-28,2014,1,545807,215400,206475,210872,206444
2014-01-29,2014,1,545807,214772,206158,210347,206124
2014-01-30,2014,1,545807,214721,206042,210306,206014
2014-01-31,2014,1,545807,213814,205802,209842,205783
2014-02-01,2014,2,545807,213142,205260,209160,205244
2014-02-02,2014,2,545807,212897,205132,209007,205110
2014-02-03,2014,2,545807,213128,205175,209167,205140
2014-02-04,2014,2,545807,212679,204812,208717,204792
2014-02-05,2014,2,545807,211562,204061,207830,204036
2014-02-06,2014,2,545807,210889,203795,207423,203769
2014-02-07,2014,2,545807,209269,203057,206615,203037
2014-02-08,2014,2,545807,205948,201709,204045,201700
2014-02-09,2014,2,545807,204252,200565,202571,200565
2014-02-10,2014,2,545807,203028,199628,201508,199628
2014-02-11,2014,2,545807,202237,198957,200670,198957
2014-02-12,2014,2,545807,201385,198097,199779,198097
2014-02-13,2014,2,545807,200609,197437,198995,197437
2014-02-14,2014,2,545807,199423,196497,197808,196497
2014-02-15,2014,2,545807,198141,195422,196561,195422
2014-02-16,2014,2,545807,196861,194243,195277,194243
2014-02-17,2014,2,545807,196245,193600,194565,193600
2014-02-18,2014,2,545807,194712,192108,193057,192108
2014-02-19,2014,2,545807,194223,191585,192530,191585
2014-02-20,2014,2,545807,193825,191077,192003,191077
2014-02-21,2014,2,545807,193995,191267,192197,191267
2014-02-22,2014,2,545807,193700,190993,191890,190993
2014-02-23,2014,2,545807,193526,190760,191707,190760
2014-02-24,2014,2,545807,192760,190018,190999,190018
2014-02-25,2014,2,545807,192197,189437,190359,189437
2014-02-26,2014,2,545807,191760,189116,190092,189116
2014-02-27,2014,2,545807,190380,187909,188847,187909
2014-02-28,2014,2,545807,189779,187537,188430,187537
2014-03-01,2014,3,545807,189556,187326,188223,187326
2014-03-02,2014,3,545807,188882,186872,187740,186872
2014-03-03,2014,3,545807,188195,186390,187268,186390
2014-03-04,2014,3,545807,187803,186120,186929,186120
2014-03-05,2014,3,545807,187005,185323,186107,185323
2014-03-06,2014,3,545807,186631,184970,185796,184970
2014-03-07,2014,3,545807,186227,184585,185362,184585
2014-03-08,2014,3,545807,185642,184000,184762,184000
2014-03-09,2014,3,545807,184908,183300,184098,183300
2014-03-10,2014,3,545807,184597,183040,183812,183040
2014-03-11,2014,3,545807,183557,181984,182778,181984
2014-03-12,2014,3,545807,183430,181828,182622,181828
2014-03-13,2014,3,545807,183283,181657,182440,181657
2014-03-14,2014,3,545807,183228,181628,182443,181628
2014-11-15,2015,11,545807,222299,193178,201395,193122
2014-11-16,2015,11,545807,222412,193534,201650,193467
2014-11-17,2015,11,545807,222406,193854,201835,193796
2014-11-18,2015,11,545807,221763,193817,201574,193742
2014-11-19,2015,11,545807,221697,194381,202207,194320
2014-11-20,2015,11,545807,221133,194528,202154,194441
2014-11-21,2015,11,545807,219719,194311,201607,194253
2014-11-22,2015,11,545807,219239,194603,201923,194529
2014-11-23,2015,11,545807,220578,195867,203270,195773
2014-11-24,2015,11,545807,222045,197053,204223,196960
2014-11-25,2015,11,545807,221804,197014,204250,196923
2014-11-26,2015,11,545807,221295,197050,204148,196959
2014-11-27,2015,11,545807,220697,196831,203999,196736
2014-11-28,2015,11,545807,219940,196728,203593,196645
2014-11-29,2015,11,545807,219371,196334,203180,196256
2014-11-30,2015,11,545807,218651,196550,202848,196452
2014-12-01,2015,12,545807,218752,196381,202393,196270
2014-12-02,2015,12,545807,219515,196712,202739,196609
2014-12-03,2015,12,545807,220037,197248,202558,197142
2014-12-04,2015,12,545807,219563,197050,202228,196967
2014-12-05,2015,12,545807,218177,196966,202142,196872
2014-12-06,2015,12,545807,217622,197292,202317,197219
2014-12-07,2015,12,545807,218862,197848,202884,197731
2014-12-08,2015,12,545807,220845,198626,203747,198515
2014-12-09,2015,12,545807,222228,199252,204456,199143
2014-12-10,2015,12,545807,222964,199686,204906,199533
2014-12-11,2015,12,545807,222397,199543,204603,199400
2014-12-12,2015,12,545807,222318,199361,204500,199205
2014-12-13,2015,12,545807,221806,199287,204345,199131
2014-12-14,2015,12,545807,221389,199056,204109,198905
2014-12-15,2015,12,545807,221514,199002,204044,198843
2014-12-16,2015,12,545807,221422,198916,203945,198758
2014-12-17,2015,12,545807,220926,198985,203803,198839
2014-12-18,2015,12,545807,220563,198987,203579,198840
2014-12-19,2015,12,545807,219234,198763,203036,198593
2014-12-20,2015,12,545807,218526,199228,203173,199057
2014-12-21,2015,12,545807,217077,198864,202267,198718
2014-12-22,2015,12,545807,213639,198024,200419,197867
2014-12-23,2015,12,545807,208971,197627,199725,197477
2014-12-24,2015,12,545807,208197,197743,199888,197610
2014-12-25,2015,12,545807,207724,197394,199532,197260
2014-12-26,2015,12,545807,207636,197395,199502,197251
2014-12-27,2015,12,545807,207600,197175,199380,197080
2014-12-28,2015,12,545807,207521,196974,199157,196844
2014-12-29,2015,12,545807,207615,197035,199196,196904
2014-12-30,2015,12,545807,207633,196897,199175,196774
2014-12-31,2015,12,545807,208605,197700,199971,197546
2015-01-01,2015,1,545807,208424,197381,199719,197245
2015-01-02,2015,1,545807,208048,197058,199424,196899
2015-01-03,2015,1,545807,208225,197206,199447,197030
2015-01-04,2015,1,545807,208074,197086,199375,196911
2015-01-05,2015,1,545807,207878,196974,199284,196789
2015-01-06,2015,1,545807,207969,196815,199132,196629
2015-01-07,2015,1,545807,208769,197243,199734,197014
2015-01-08,2015,1,545807,208764,197494,199842,197273
2015-01-09,2015,1,545807,208971,197674,200085,197435
2015-01-10,2015,1,545807,208921,197708,200064,197466
2015-01-11,2015,1,545807,209151,198124,200491,197867
2015-01-12,2015,1,545807,208102,197943,200349,197685
2015-01-13,2015,1,545807,206701,197432,199863,197154
2015-01-14,2015,1,545807,206206,197328,199642,197002
2015-01-15,2015,1,545807,205619,197162,199522,196877
2015-01-16,2015,1,545807,205404,196955,199322,196634
2015-01-17,2015,1,545807,204957,197047,199396,196735
2015-01-18,2015,1,545807,204678,196874,199101,196569
2015-01-19,2015,1,545807,204199,196583,198761,196226
2015-01-20,2015,1,545807,203077,195836,197854,195530
2015-01-21,2015,1,545807,202039,195284,197194,194974
2015-01-22,2015,1,545807,201256,195017,197021,194753
2015-01-23,2015,1,545807,200835,194767,196745,194491
2015-01-24,2015,1,545807,200717,194631,196689,194373
2015-01-25,2015,1,545807,200457,194531,196726,194314
2015-01-26,2015,1,545807,200212,194525,196706,194315
2015-01-27,2015,1,545807,200042,194410,196557,194207
2015-01-28,2015,1,545807,199809,194239,196467,194019
2015-01-29,2015,1,545807,199472,193830,196036,193621
2015-01-30,2015,1,545807,199072,193683,195882,193453
2015-01-31,2015,1,545807,198791,193312,195543,193080
2015-02-01,2015,2,545807,198503,193114,195373,192921
2015-02-02,2015,2,545807,198254,192937,195083,192741
2015-02-03,2015,2,545807,198224,192734,194928,192568
2015-02-04,2015,2,545807,197420,192069,194158,191938
2015-02-05,2015,2,545807,196741,191652,193605,191522
2015-02-06,2015,2,545807,196519,191650,193553,191533
2015-02-07,2015,2,545807,195816,190948,192827,190820
2015-02-08,2015,2,545807,195370,190630,192432,190510
2015-02-09,2015,2,545807,194729,190410,192213,190311
2015-02-10,2015,2,545807,193840,189880,191702,189767
2015-02-11,2015,2,545807,193544,189973,191570,189856
2015-02-12,2015,2,545807,193526,189723,191502,189601
2015-02-13,2015,2,545807,193568,189891,191595,189791
2015-02-14,2015,2,545807,193481,189710,191409,189608
2015-02-15,2015,2,545807,193586,189845,191531,189759
2015-02-16,2015,2,545807,193116,189376,190977,189274
2015-02-17,2015,2,545807,192613,188764,190457,188677
2015-02-18,2015,2,545807,192271,188524,190149,188451
2015-02-19,2015,2,545807,191832,187828,189521,187763
2015-02-20,2015,2,545807,191379,187470,189040,187417
2015-02-21,2015,2,545807,190586,187252,188635,187212
2015-02-22,2015,2,545807,190182,186982,188350,186940
2015-02-23,2015,2,545807,189675,186484,187937,186438
2015-02-24,2015,2,545807,189581,186534,188000,186495
2015-02-25,2015,2,545807,189269,186403,187788,186354
2015-02-26,2015,2,545807,189659,186704,188140,186664
2015-02-27,2015,2,545807,189550,186558,188040,186514
2015-02-28,2015,2,545807,189327,186193,187649,186133
2015-03-01,2015,3,545807,189375,186225,187676,186163
2015-03-02,2015,3,545807,189597,186270,187780,186212
2015-03-03,2015,3,545807,189077,185763,187228,185718
2015-03-04,2015,3,545807,189043,185634,187065,185594
2015-03-05,2015,3,545807,188420,184946,186429,184923
2015-03-06,2015,3,545807,188317,184725,186212,184705
2015-03-07,2015,3,545807,188284,184697,186091,184674
2015-03-08,2015,3,545807,187878,184530,185825,184500
2015-03-09,2015,3,545807,187823,184378,185762,184360
2015-03-10,2015,3,545807,187777,184301,185689,184283
2015-03-11,2015,3,545807,187645,184157,185523,184137
2015-03-12,2015,3,545807,187472,184039,185436,184009
2015-03-13,2015,3,545807,187015,183700,185050,183681
2015-03-14,2015,3,545807,186776,183512,184772,183493
2015-11-15,2016,11,545807,209269,189833,194338,189785
2015-11-16,2016,11,545807,206988,188982,193241,188946
2015-11-17,2016,11,545807,205869,188959,192948,188915
2015-11-18,2016,11,545807,205441,188415,192270,188367
2015-11-19,2016,11,545807,204990,188118,191940,188090
2015-11-20,2016,11,545807,204070,188113,191987,188072
2015-11-21,2016,11,545807,203619,187601,191392,187574
2015-11-22,2016,11,545807,203514,187417,191154,187396
2015-11-23,2016,11,545807,203521,187885,191404,187871
2015-11-24,2016,11,545807,203955,188743,192238,188725
2015-11-25,2016,11,545807,203058,189087,192339,189079
2015-11-26,2016,11,545807,203440,189709,193076,189696
2015-11-27,2016,11,545807,203441,189869,193199,189856
2015-11-28,2016,11,545807,204388,190337,193670,190302
2015-11-29,2016,11,545807,205770,191475,194936,191436
2015-11-30,2016,11,545807,205680,191487,194942,191442
2015-12-01,2016,12,545807,204492,191106,194428,191069
2015-12-02,2016,12,545807,203618,190767,193994,190719
2015-12-03,2016,12,545807,202725,190076,193258,190045
2015-12-04,2016,12,545807,201435,189626,192696,189595
2015-12-05,2016,12,545807,201006,189302,192319,189270
2015-12-06,2016,12,545807,200851,189327,192370,189291
2015-12-07,2016,12,545807,200004,188792,191708,188754
2015-12-08,2016,12,545807,199538,188772,191699,188734
2015-12-09,2016,12,545807,199561,188918,191793,188882
2015-12-10,2016,12,545807,198895,188724,191574,188687
2015-12-11,2016,12,545807,197970,188396,191212,188361
2015-12-12,2016,12,545807,197020,188165,190893,188128
2015-12-13,2016,12,545807,196532,188373,191025,188331
2015-12-14,2016,12,545807,197070,188623,191390,188575
2015-12-15,2016,12,545807,197642,189100,191898,189056
2015-12-16,2016,12,545807,197411,189019,191740,188971
2015-12-17,2016,12,545807,197178,189128,191734,189089
2015-12-18,2016,12,545807,197349,189182,192006,189127
2015-12-19,2016,12,545807,197495,189438,192241,189382
2015-12-20,2016,12,545807,197645,189630,192388,189580
2015-12-21,2016,12,545807,197648,189759,192598,189693
2015-12-22,2016,12,545807,197376,189535,192248,189444
2015-12-23,2016,12,545807,197164,189303,192044,189219
2015-12-24,2016,12,545807,196678,189024,191488,188937
2015-12-25,2016,12,545807,196120,188890,191038,188807
2015-12-26,2016,12,545807,195352,188368,190496,188261
2015-12-27,2016,12,545807,194428,188199,190071,188118
2015-12-28,2016,12,545807,192873,187152,188936,187099
2015-12-29,2016,12,545807,191332,186007,187729,185995
2015-12-30,2016,12,545807,190059,185430,186957,185427
2015-12-31,2016,12,545807,189086,184940,186350,184940
2016-01-01,2016,1,545807,188790,184899,186247,184899
2016-01-02,2016,1,545807,188371,184771,185948,184771
2016-01-03,2016,1,545807,188208,184768,185971,184768
2016-01-04,2016,1,545807,187341,183862,184996,183862
2016-01-05,2016,1,545807,186013,183022,184127,183022
2016-01-06,2016,1,545807,185744,182551,183773,182551
2016-01-07,2016,1,545807,185916,182838,184067,182838
2016-01-08,2016,1,545807,185877,182854,184098,182854
2016-01-09,2016,1,545807,185989,182863,184147,182859
2016-01-10,2016,1,545807,185934,182833,184099,182826
2016-01-11,2016,1,545807,185982,182888,184169,182875
2016-01-12,2016,1,545807,186135,182955,184305,182947
2016-01-13,2016,1,545807,185836,182737,184054,182723
2016-01-14,2016,1,545807,185710,182493,183896,182484
2016-01-15,2016,1,545807,185598,182555,183874,182543
2016-01-16,2016,1,545807,185497,182400,183712,182393
2016-01-17,2016,1,545807,185589,182384,183765,182378
2016-01-18,2016,1,545807,185476,182380,183713,182371
2016-01-19,2016,1,545807,185125,182069,183391,182068
2016-01-20,2016,1,545807,184951,181919,183241,181919
2016-01-21,2016,1,545807,184618,181806,183002,181806
2016-01-22,2016,1,545807,184179,181301,182445,181301
2016-01-23,2016,1,545807,183833,180955,182137,180955
2016-01-24,2016,1,545807,184003,181018,182220,181017
2016-01-25,2016,1,545807,183792,180801,182014,180801
2016-01-26,2016,1,545807,183594,180572,181850,180572
2016-01-27,2016,1,545807,183828,180755,182057,180755
2016-01-28,2016,1,545807,183622,180685,181865,180685
2016-01-29,2016,1,545807,183522,180708,181831,180708
2016-01-30,2016,1,545807,183556,180705,181835,180705
2016-01-31,2016,1,545807,183154,180587,181561,180587
2016-02-01,2016,2,545807,182668,180270,181123,180270
2016-02-02,2016,2,545807,182255,180026,180766,180026
2016-02-03,2016,2,545807,181791,179628,180264,179628
2016-02-04,2016,2,545807,181209,179230,179824,179230
2016-02-05,2016,2,545807,180859,178872,179399,178872
2016-02-06,2016,2,545807,180144,178323,178776,178323
2016-02-07,2016,2,545807,179634,177850,178267,177850
2016-02-08,2016,2,545807,179097,177303,177690,177303
2016-02-09,2016,2,545807,178153,176383,176756,176383
2016-02-10,2016,2,545807,177129,175329,175691,175329
2016-02-11,2016,2,545807,175918,174199,174592,174199
2016-02-12,2016,2,545807,175707,174099,174446,174099
2016-02-13,2016,2,545807,175528,173901,174300,173901
2016-02-14,2016,2,545807,175031,173390,173800,173390
2016-02-15,2016,2,545807,175138,173478,173926,173478
2016-02-16,2016,2,545807,174240,172566,173054,172566
2016-02-17,2016,2,545807,174207,172503,173030,172503
2016-02-18,2016,2,545807,173326,171671,172207,171671
2016-02-19,2016,2,545807,173313,171804,172293,171804
2016-02-20,2016,2,545807,173122,171522,172081,171522
2016-02-21,2016,2,545807,172829,171313,171823,171313
2016-02-22,2016,2,545807,172147,170592,171161,170592
2016-02-23,2016,2,545807,171713,170148,170708,170148
2016-02-24,2016,2,545807,171235,169659,170236,169659
2016-02-25,2016,2,545807,171106,169590,170140,169590
2016-02-26,2016,2,545807,170868,169424,169959,169423
